1000 47978
168 543 43
168 594 7
168 600 15
168 629 36
168 652 27
168 654 22
168 680 34
168 685 20
168 687 32
168 691 3
168 702 40
168 709 7
168 725 47
168 752 25
168 756 -2
168 768 7
168 803 46
168 878 41
168 887 14
168 890 10
168 903 27
168 930 42
168 937 17
168 949 32
168 967 35
168 982 42
168 987 49
168 988 10
169 24 34
169 34 47
169 45 40
169 68 24
169 90 23
169 106 42
169 111 18
169 118 29
169 120 15
169 121 13
169 122 15
169 198 3
169 206 7
169 243 45
169 251 4
169 263 46
169 292 39
169 310 39
169 315 19
169 339 50
169 356 14
169 375 29
169 379 47
169 422 11
169 439 33
169 441 5
169 449 21
169 508 18
169 571 46
169 572 0
169 583 32
169 595 25
169 600 50
169 634 46
169 653 5
169 717 25
169 722 15
169 729 40
169 749 14
169 763 41
169 768 28
169 804 22
169 815 31
169 851 46
169 871 19
169 873 19
169 874 1
169 957 25
169 961 3
169 974 34
169 977 13
170 1 21
170 4 0
170 19 29
170 20 14
170 45 10
170 58 2
170 102 48
170 120 48
170 137 24
170 138 47
170 143 18
170 147 33
170 188 31
170 233 31
170 249 35
170 258 45
170 294 15
170 297 37
170 303 22
170 318 9
170 349 15
170 371 26
170 389 2
170 391 3
170 410 48
170 459 42
170 469 2
170 476 6
170 600 12
170 651 8
170 668 40
170 707 34
170 746 20
170 783 25
170 832 13
170 924 1
170 952 24
170 982 27
171 41 36
171 43 8
171 47 21
171 55 -2
171 62 48
171 74 29
171 76 6
171 82 22
171 92 31
171 106 42
171 154 9
171 157 37
171 159 29
171 187 24
171 225 17
171 249 28
171 273 46
171 298 36
171 303 28
171 339 28
171 362 15
171 366 4
171 386 38
171 411 26
171 423 48
171 426 15
171 434 14
171 460 -1
171 478 47
171 552 50
171 584 47
171 615 -2
171 670 37
171 680 35
171 682 6
171 698 -2
171 709 26
171 777 27
171 781 37
171 793 42
171 804 22
171 810 -2
171 862 7
171 872 30
171 883 31
171 889 41
171 908 42
171 917 11
171 927 8
171 932 15
171 936 45
171 968 47
171 969 43
171 972 30
171 981 47
172 17 37
172 29 14
172 38 21
172 50 -1
172 54 8
172 58 42
172 63 19
172 69 50
172 81 18
172 104 8
172 112 26
172 115 41
172 159 45
172 169 11
172 177 5
172 182 48
172 183 35
172 270 11
172 359 14
172 423 35
172 424 0
172 441 40
172 501 13
172 510 33
172 530 35
172 562 9
172 569 15
172 585 5
172 593 14
172 614 47
172 619 28
172 630 22
172 634 13
172 686 48
172 688 -1
172 729 34
172 741 8
172 744 6
172 777 29
172 812 27
172 815 -1
172 818 10
172 877 30
172 884 -1
172 893 24
172 897 27
172 916 16
172 954 19
172 957 8
173 14 25
173 22 7
173 40 48
173 74 48
173 76 41
173 99 20
173 101 5
173 105 24
173 108 35
173 119 9
173 135 43
173 183 22
173 239 39
173 242 7
173 254 42
173 268 38
173 282 9
173 291 42
173 320 30
173 334 41
173 338 2
173 377 13
173 405 8
173 413 -2
173 423 18
173 426 -1
173 456 -2
173 457 2
173 463 34
173 496 40
173 497 -1
173 504 47
173 513 19
173 530 6
173 535 24
173 551 0
173 584 49
173 595 14
173 598 4
173 619 20
173 623 35
173 626 32
173 694 6
173 700 3
173 716 0
173 718 5
173 748 37
173 805 23
173 822 26
173 836 34
173 842 43
173 877 10
173 900 14
173 928 9
173 943 41
173 966 13
173 974 5
174 22 37
174 39 38
174 40 10
174 76 44
174 123 35
174 126 6
174 138 28
174 145 21
174 158 34
174 192 16
174 206 0
174 248 46
174 251 37
174 254 7
174 265 13
174 273 11
174 293 20
174 297 17
174 325 36
174 394 32
174 488 24
174 501 6
174 502 0
174 518 27
174 544 15
174 554 10
174 591 15
174 596 35
174 597 18
174 601 47
174 626 7
174 659 36
174 694 35
174 703 6
174 706 39
174 718 35
174 738 34
174 770 -1
174 771 12
174 800 27
174 818 23
174 836 10
174 918 12
174 976 13
174 990 3
174 997 44
175 1 24
175 4 9
175 34 40
175 41 45
175 106 37
175 149 26
175 163 19
175 165 12
175 176 20
175 177 0
175 205 22
175 227 28
175 237 10
175 247 38
175 251 36
175 300 45
175 310 8
175 332 26
175 349 6
175 363 18
175 405 36
175 446 12
175 469 32
175 510 41
175 547 17
175 561 45
175 587 22
175 593 39
175 595 30
175 599 -2
175 620 3
175 674 34
175 719 15
175 755 8
175 770 33
175 785 40
175 789 45
175 836 13
175 888 37
175 917 22
175 931 9
175 940 37
175 951 5
175 984 26
176 23 9
176 41 38
176 55 0
176 69 15
176 94 12
176 97 28
176 125 39
176 144 10
176 148 2
176 186 31
176 220 -2
176 226 19
176 227 23
176 247 49
176 262 4
176 278 10
176 281 42
176 283 20
176 351 -2
176 369 25
176 374 19
176 393 12
176 405 46
176 437 42
176 440 24
176 441 3
176 510 10
176 512 1
176 516 3
176 573 44
176 597 44
176 605 50
176 626 18
176 627 -2
176 655 20
176 664 18
176 671 25
176 744 21
176 760 41
176 776 40
176 778 24
176 815 10
176 832 18
176 838 42
176 839 44
176 842 46
176 861 1
176 867 12
176 899 43
176 923 27
176 929 4
176 934 42
176 980 43
176 995 36
177 1 50
177 78 45
177 82 39
177 90 43
177 106 31
177 116 -1
177 134 2
177 145 21
177 149 15
177 156 49
177 180 19
177 185 10
177 187 -1
177 211 29
177 225 24
177 236 34
177 250 -2
177 276 19
177 311 10
177 397 31
177 403 34
177 447 27
177 460 9
177 482 35
177 497 -1
177 512 27
177 544 38
177 550 -1
177 605 34
177 607 39
177 640 44
177 647 1
177 672 44
177 674 44
177 681 3
177 705 24
177 715 45
177 758 47
177 763 40
177 765 22
177 784 47
177 790 25
177 835 29
177 837 33
177 864 38
177 890 38
178 64 40
178 75 34
178 108 5
178 120 -1
178 127 16
178 136 37
178 198 12
178 214 41
178 217 27
178 225 28
178 251 15
178 305 23
178 326 17
178 353 19
178 398 11
178 404 33
178 465 48
178 468 33
178 470 2
178 482 19
178 488 1
178 523 -1
178 578 20
178 579 48
178 587 5
178 741 35
178 750 15
178 766 42
178 769 2
178 770 34
178 801 42
178 806 45
178 820 27
178 864 30
178 911 32
179 27 2
179 33 22
179 34 7
179 63 28
179 68 23
179 71 26
179 145 14
179 153 3
179 165 22
179 171 11
179 191 34
179 194 1
179 201 26
179 226 40
179 266 26
179 280 6
179 282 35
179 284 35
179 293 33
179 295 2
179 306 40
179 309 48
179 339 0
179 370 28
179 378 1
179 381 41
179 390 27
179 440 16
179 466 33
179 488 18
179 524 22
179 603 20
179 612 32
179 618 35
179 692 21
179 703 41
179 732 8
179 759 9
179 877 17
179 900 16
179 918 18
179 929 10
179 948 21
179 991 24
180 7 20
180 9 31
180 25 2
180 27 26
180 36 10
180 40 14
180 43 32
180 55 16
180 77 10
180 96 34
180 118 12
180 140 46
180 146 1
180 151 27
180 156 50
180 193 30
180 195 19
180 204 21
180 213 15
180 255 27
180 266 23
180 293 14
180 298 44
180 345 35
180 362 11
180 363 35
180 424 6
180 432 39
180 436 30
180 439 34
180 457 45
180 485 28
180 493 15
180 507 46
180 516 37
180 530 50
180 545 24
180 550 4
180 586 12
180 595 3
180 597 30
180 599 27
180 606 33
180 619 21
180 661 5
180 678 41
180 684 23
180 707 1
180 717 27
180 732 41
180 733 18
180 755 36
180 765 28
180 805 45
180 808 22
180 818 5
180 820 13
180 836 33
180 848 20
180 852 33
180 857 28
180 976 10
180 991 25
181 38 39
181 39 9
181 58 39
181 59 27
181 68 41
181 91 46
181 136 43
181 146 41
181 163 8
181 251 40
181 289 11
181 346 22
181 363 18
181 364 11
181 369 5
181 373 16
181 374 23
181 396 45
181 400 6
181 467 11
181 472 37
181 482 49
181 516 3
181 550 29
181 554 43
181 579 37
181 584 25
181 601 15
181 602 33
181 618 13
181 624 39
181 629 33
181 633 19
181 645 3
181 767 50
181 798 44
181 800 46
181 810 34
181 813 46
181 834 38
181 836 8
181 848 42
181 858 44
181 883 0
181 904 32
181 942 30
181 967 40
181 971 27
181 993 -2
182 3 42
182 25 39
182 55 40
182 66 18
182 93 38
182 118 50
182 135 35
182 159 45
182 171 43
182 179 20
182 186 43
182 217 8
182 220 37
182 223 0
182 226 2
182 228 24
182 236 -1
182 245 8
182 270 50
182 287 48
182 289 20
182 296 13
182 307 24
182 359 26
182 396 19
182 405 29
182 407 4
182 468 35
182 482 47
182 493 48
182 496 32
182 510 48
182 514 23
182 534 36
182 544 33
182 548 43
182 566 15
182 573 39
182 581 9
182 614 22
182 619 25
182 651 3
182 684 31
182 720 12
182 726 17
182 741 4
182 787 37
182 839 15
182 841 40
182 863 32
182 963 22
182 985 24
183 15 14
183 19 47
183 126 50
183 128 48
183 135 4
183 141 37
183 146 20
183 163 4
183 190 15
183 207 9
183 210 19
183 221 -1
183 235 14
183 255 21
183 260 34
183 271 19
183 310 43
183 356 30
183 390 24
183 397 47
183 443 10
183 482 20
183 498 17
183 500 0
183 512 10
183 544 40
183 557 0
183 567 23
183 569 30
183 616 3
183 622 16
183 630 13
183 638 36
183 641 9
183 642 11
183 659 32
183 664 39
183 670 24
183 696 6
183 729 -2
183 773 44
183 783 34
183 786 49
183 861 7
183 876 23
183 900 43
183 921 7
183 922 37
183 936 0
183 941 41
183 946 9
184 32 41
184 33 22
184 39 42
184 59 37
184 70 12
184 118 28
184 136 13
184 146 39
184 163 5
184 169 7
184 173 43
184 215 11
184 249 50
184 284 21
184 288 7
184 316 10
184 329 1
184 354 29
184 367 41
184 370 15
184 372 28
184 373 -1
184 375 42
184 381 44
184 403 33
184 415 3
184 429 23
184 430 17
184 432 24
184 455 46
184 460 38
184 467 50
184 498 19
184 521 23
184 559 45
184 581 30
184 600 12
184 619 31
184 629 37
184 656 13
184 708 30
184 709 42
184 711 1
184 733 32
184 748 23
184 769 5
184 773 7
184 781 42
184 791 27
184 797 36
184 816 -1
184 847 28
184 857 15
184 870 36
184 903 48
184 905 48
184 945 14
185 8 25
185 18 26
185 73 37
185 74 20
185 81 0
185 115 47
185 131 25
185 141 50
185 155 16
185 161 24
185 163 43
185 200 7
185 206 5
185 213 3
185 269 16
185 282 50
185 300 3
185 322 10
185 324 3
185 342 25
185 346 -2
185 368 17
185 381 3
185 423 34
185 446 45
185 477 25
185 486 14
185 487 48
185 492 22
185 499 -2
185 508 0
185 511 38
185 514 35
185 560 4
185 571 26
185 585 -1
185 591 34
185 605 23
185 614 17
185 638 29
185 654 36
185 655 16
185 679 16
185 687 31
185 697 34
185 708 21
185 710 39
185 715 27
185 719 45
185 743 9
185 749 44
185 779 44
185 785 43
185 814 35
185 839 13
185 911 41
185 921 44
185 939 0
185 956 38
185 999 20
186 41 13
186 52 44
186 56 41
186 70 22
186 75 8
186 108 41
186 117 30
186 120 5
186 139 13
186 148 33
186 166 44
186 171 39
186 194 46
186 213 15
186 223 32
186 224 35
186 228 -2
186 245 26
186 311 23
186 321 45
186 333 39
186 343 22
186 358 2
186 378 18
186 391 13
186 399 42
186 412 8
186 439 26
186 464 38
186 486 27
186 493 11
186 525 22
186 534 9
186 566 20
186 583 33
186 593 44
186 597 47
186 598 47
186 612 43
186 613 26
186 624 46
186 637 32
186 668 10
186 669 8
186 675 23
186 679 39
186 699 38
186 739 10
186 742 6
186 819 18
186 850 28
186 891 20
186 912 29
186 941 34
186 945 3
186 964 41
186 977 38
186 981 18
187 31 43
187 46 37
187 61 27
187 80 36
187 117 44
187 151 -1
187 178 35
187 188 13
187 200 -2
187 207 44
187 266 29
187 278 41
187 286 13
187 288 11
187 298 31
187 299 50
187 305 -2
187 311 14
187 329 1
187 354 24
187 416 3
187 420 38
187 439 50
187 467 31
187 489 21
187 490 36
187 497 49
187 509 14
187 569 33
187 577 48
187 595 28
187 596 15
187 614 18
187 621 9
187 646 6
187 665 48
187 708 29
187 712 24
187 751 2
187 756 42
187 781 39
187 788 20
187 793 25
187 818 7
187 844 30
187 850 -2
187 873 40
187 881 20
187 898 3
187 929 40
187 982 10
188 12 10
188 19 32
188 22 49
188 27 -2
188 41 50
188 54 41
188 55 26
188 61 29
188 68 2
188 83 48
188 126 12
188 130 42
188 131 18
188 181 49
188 206 34
188 227 2
188 243 39
188 295 12
188 310 29
188 331 41
188 370 35
188 373 13
188 385 18
188 403 19
188 426 38
188 439 19
188 455 20
188 461 23
188 464 5
188 492 15
188 503 17
188 511 5
188 522 46
188 526 28
188 532 18
188 574 11
188 585 22
188 588 26
188 608 46
188 622 39
188 646 15
188 673 50
188 746 28
188 757 11
188 768 42
188 777 26
188 789 0
188 800 35
188 825 24
188 827 37
188 833 13
188 842 14
188 867 -1
188 871 18
188 887 12
188 891 4
188 938 0
188 940 -2
188 947 3
188 972 3
189 23 17
189 62 17
189 82 37
189 111 35
189 160 14
189 205 10
189 209 18
189 224 45
189 274 49
189 291 1
189 308 29
189 368 42
189 372 18
189 385 24
189 395 23
189 425 10
189 446 12
189 449 8
189 450 24
189 472 16
189 479 22
189 505 11
189 548 31
189 573 20
189 581 3
189 584 16
189 597 17
189 604 47
189 612 37
189 625 25
189 638 8
189 641 47
189 642 49
189 661 13
189 670 47
189 744 28
189 749 16
189 750 49
189 765 28
189 802 11
189 809 6
189 813 49
189 817 7
189 896 31
189 909 43
189 925 29
189 956 19
189 999 19
190 3 5
190 5 29
190 6 30
190 12 46
190 27 35
190 30 16
190 123 34
190 185 34
190 233 41
190 248 45
190 279 46
190 282 43
190 292 46
190 321 27
190 328 37
190 335 15
190 365 20
190 373 2
190 397 31
190 408 15
190 417 12
190 451 20
190 463 14
190 512 46
190 535 39
190 546 23
190 565 41
190 578 24
190 579 49
190 597 39
190 599 12
190 642 36
190 663 20
190 727 26
190 733 36
190 768 0
190 779 27
190 820 11
190 840 18
190 911 34
190 924 33
190 943 25
190 983 24
191 55 43
191 86 38
191 125 28
191 131 46
191 152 41
191 158 18
191 173 44
191 179 46
191 194 24
191 224 49
191 230 46
191 244 19
191 246 6
191 254 14
191 285 19
191 330 31
191 331 12
191 344 -2
191 383 3
191 397 33
191 439 47
191 454 50
191 462 17
191 533 8
191 563 15
191 592 28
191 595 19
191 605 46
191 620 27
191 641 32
191 677 25
191 692 33
191 721 8
191 736 36
191 739 43
191 761 11
191 764 2
191 772 6
191 785 42
191 796 4
191 804 25
191 819 25
191 827 2
191 871 4
191 933 14
191 999 7
192 18 22
192 35 35
192 74 43
192 76 19
192 93 9
192 108 3
192 145 4
192 148 30
192 152 8
192 161 40
192 181 14
192 224 5
192 251 7
192 278 17
192 298 31
192 305 23
192 338 25
192 355 19
192 358 36
192 371 17
192 378 46
192 389 33
192 454 17
192 489 16
192 492 45
192 496 14
192 523 20
192 533 50
192 536 15
192 538 32
192 541 3
192 545 20
192 592 13
192 639 32
192 654 41
192 684 41
192 699 10
192 703 9
192 719 3
192 725 19
192 731 -1
192 806 22
192 811 7
192 835 3
192 876 22
192 943 10
192 962 42
192 963 39
192 975 42
192 999 6
193 1 14
193 21 -2
193 31 44
193 54 12
193 58 0
193 86 32
193 115 47
193 140 45
193 170 3
193 225 18
193 230 16
193 235 24
193 241 30
193 243 2
193 286 5
193 288 44
193 318 5
193 358 16
193 364 49
193 365 16
193 373 28
193 386 26
193 393 25
193 401 2
193 432 27
193 440 19
193 461 24
193 464 40
193 470 25
193 515 8
193 549 15
193 631 25
193 639 2
193 641 27
193 643 26
193 736 0
193 762 16
193 764 12
193 787 22
193 822 33
193 839 47
193 882 39
193 888 18
193 945 0
193 952 50
193 954 34
193 964 1
193 969 41
194 32 22
194 61 42
194 75 10
194 161 30
194 170 17
194 180 6
194 195 37
194 217 0
194 245 24
194 279 5
194 292 31
194 350 -2
194 352 -1
194 376 10
194 403 2
194 410 50
194 423 -1
194 492 1
194 515 30
194 519 39
194 533 20
194 536 27
194 556 33
194 561 1
194 563 -1
194 643 -1
194 644 40
194 686 43
194 690 34
194 713 24
194 762 0
194 773 42
194 809 18
194 859 11
194 918 8
194 925 22
194 961 18
194 991 32
195 9 46
195 46 48
195 52 42
195 74 19
195 89 16
195 135 38
195 138 8
195 159 11
195 163 39
195 184 5
195 243 20
195 305 39
195 343 3
195 364 20
195 376 49
195 377 28
195 392 7
195 397 42
195 405 16
195 485 35
195 489 29
195 510 33
195 546 43
195 556 14
195 578 39
195 621 15
195 647 18
195 672 38
195 730 12
195 736 39
195 738 18
195 811 49
195 899 43
195 983 18
196 31 3
196 40 1
196 57 14
196 69 32
196 77 28
196 129 46
196 148 39
196 150 43
196 160 39
196 165 43
196 215 37
196 258 19
196 286 -2
196 292 15
196 319 17
196 328 0
196 342 29
196 343 0
196 370 30
196 418 37
196 442 19
196 488 8
196 502 1
196 506 31
196 528 36
196 533 -2
196 535 12
196 542 36
196 558 49
196 586 7
196 603 14
196 605 31
196 622 -1
196 636 20
196 659 10
196 702 3
196 719 1
196 752 17
196 755 37
196 773 26
196 784 37
196 805 19
196 806 27
196 826 25
196 833 41
196 845 33
196 886 12
196 899 -2
196 903 36
196 914 18
196 920 16
196 957 35
196 996 15
197 66 49
197 93 10
197 141 10
197 158 -1
197 206 19
197 221 40
197 256 44
197 274 35
197 309 42
197 327 43
197 328 24
197 332 32
197 348 4
197 386 2
197 450 49
197 451 6
197 455 42
197 477 -2
197 486 35
197 491 44
197 506 10
197 521 49
197 529 27
197 534 37
197 540 12
197 564 28
197 591 4
197 609 -1
197 647 32
197 668 34
197 671 3
197 690 42
197 691 7
197 700 47
197 702 19
197 707 19
197 710 5
197 739 17
197 793 39
197 835 3
197 836 5
197 846 3
197 882 -1
197 896 19
197 938 21
197 991 29
198 10 27
198 56 49
198 58 27
198 61 19
198 65 1
198 142 36
198 200 22
198 242 29
198 254 34
198 262 42
198 276 24
198 292 12
198 293 27
198 315 -1
198 322 28
198 328 0
198 337 45
198 400 8
198 401 38
198 412 36
198 415 10
198 443 20
198 445 3
198 459 9
198 465 19
198 492 -1
198 505 26
198 518 50
198 590 33
198 618 8
198 652 44
198 667 27
198 695 46
198 719 44
198 751 41
198 757 12
198 762 1
198 800 48
198 804 33
198 834 9
198 849 1
198 870 14
198 926 13
198 927 27
198 944 11
198 961 11
198 966 -2
198 968 3
198 991 47
199 21 28
199 54 19
199 79 21
199 82 11
199 95 35
199 164 15
199 171 20
199 198 25
199 212 46
199 232 32
199 263 28
199 291 44
199 297 49
199 311 45
199 323 18
199 324 4
199 330 -2
199 339 16
199 360 40
199 366 34
199 469 9
199 474 49
199 484 29
199 511 -1
199 521 3
199 528 14
199 565 6
199 597 34
199 636 25
199 662 36
199 687 50
199 750 2
199 755 22
199 763 27
199 774 2
199 779 50
199 787 20
199 796 48
199 825 30
199 829 19
199 857 44
199 858 37
199 864 -1
199 928 48
199 949 40
199 963 26
199 975 13
199 976 3
199 978 21
199 992 32
200 4 13
200 9 37
200 64 30
200 92 0
200 121 30
200 136 -1
200 157 34
200 253 26
200 267 26
200 292 -1
200 320 0
200 347 34
200 352 47
200 393 9
200 399 36
200 402 -1
200 451 37
200 458 14
200 462 38
200 467 37
200 479 17
200 482 22
200 487 41
200 531 23
200 534 -1
200 541 4
200 546 9
200 555 8
200 558 34
200 576 48
200 579 43
200 601 39
200 626 15
200 639 16
200 678 21
200 719 46
200 751 22
200 763 34
200 777 28
200 784 17
200 801 20
200 838 4
200 879 1
200 880 50
200 931 13
200 941 32
200 945 11
200 947 4
200 983 50
201 5 38
201 13 19
201 14 -2
201 81 11
201 82 29
201 151 0
201 170 2
201 173 41
201 174 43
201 203 32
201 208 23
201 221 19
201 223 8
201 239 5
201 241 21
201 246 24
201 250 5
201 278 15
201 279 38
201 283 47
201 309 -2
201 325 40
201 371 26
201 411 41
201 458 24
201 459 31
201 475 32
201 500 44
201 545 29
201 555 49
201 592 42
201 598 34
201 613 14
201 614 50
201 665 50
201 670 40
201 694 43
201 704 45
201 765 36
201 780 3
201 782 38
201 819 28
201 852 14
201 853 -2
201 873 49
201 894 23
201 895 12
201 938 13
201 961 7
201 982 14
201 993 9
202 1 41
202 42 2
202 44 38
202 62 31
202 74 50
202 104 15
202 111 32
202 117 27
202 125 47
202 150 21
202 197 36
202 211 22
202 244 45
202 246 25
202 249 24
202 267 43
202 293 19
202 300 38
202 303 48
202 339 29
202 373 32
202 377 -1
202 393 19
202 396 29
202 401 0
202 420 21
202 425 24
202 456 30
202 468 7
202 480 1
202 481 0
202 485 42
202 508 3
202 526 0
202 535 19
202 539 4
202 618 1
202 639 27
202 658 6
202 676 10
202 679 12
202 691 34
202 713 32
202 719 17
202 720 27
202 730 31
202 742 1
202 775 29
202 798 31
202 849 29
202 861 34
202 873 4
202 881 20
202 931 20
202 951 39
202 959 17
202 996 45
203 13 9
203 30 28
203 34 5
203 46 24
203 49 27
203 71 -1
203 80 45
203 97 44
203 135 12
203 148 15
203 170 19
203 177 22
203 211 21
203 230 48
203 246 34
203 252 15
203 268 8
203 287 46
203 361 21
203 373 23
203 391 12
203 434 17
203 447 6
203 486 9
203 487 17
203 489 32
203 499 3
203 502 6
203 541 40
203 556 21
203 628 42
203 649 36
203 660 13
203 665 3
203 702 0
203 714 49
203 726 41
203 735 0
203 736 22
203 762 49
203 777 16
203 784 16
203 790 26
203 793 41
203 798 27
203 835 8
203 843 31
203 846 30
203 854 44
203 885 15
203 888 39
203 916 8
203 928 49
204 3 11
204 15 11
204 30 50
204 44 17
204 72 36
204 87 37
204 110 36
204 112 21
204 171 17
204 178 15
204 184 25
204 220 40
204 223 22
204 235 43
204 236 4
204 238 7
204 251 4
204 275 50
204 309 35
204 337 17
204 350 45
204 374 46
204 382 25
204 418 23
204 441 7
204 461 26
204 541 37
204 543 42
204 580 22
204 596 31
204 610 30
204 619 27
204 660 23
204 676 3
204 678 14
204 750 21
204 756 34
204 844 24
204 857 19
204 971 8
204 972 42
204 976 16
204 985 14
205 53 14
205 71 30
205 106 6
205 122 32
205 130 21
205 136 36
205 138 6
205 143 32
205 157 8
205 178 37
205 230 36
205 241 25
205 336 26
205 343 29
205 346 18
205 367 35
205 369 46
205 390 25
205 409 6
205 429 19
205 445 1
205 473 41
205 493 38
205 509 32
205 559 7
205 560 38
205 607 25
205 619 46
205 690 19
205 716 37
205 755 9
205 798 37
205 804 9
205 807 20
205 813 25
205 821 30
205 829 34
205 843 21
205 866 47
205 971 41
206 39 7
206 54 29
206 77 19
206 105 32
206 109 28
206 128 47
206 132 45
206 139 10
206 154 30
206 161 41
206 165 25
206 169 10
206 209 15
206 221 5
206 246 33
206 256 48
206 265 33
206 287 32
206 307 45
206 320 25
206 330 7
206 358 48
206 395 45
206 446 14
206 502 18
206 518 25
206 525 12
206 529 3
206 534 37
206 542 31
206 582 11
206 624 16
206 642 50
206 667 22
206 670 37
